"pop","individual","value","env","trait"
6,"155",2.68,"06PR","oil"
6,"156",3.97,"06CL","oil"
6,"156",3.55,"06PR","oil"
6,"156",4.4,"07A","oil"
6,"156",2.86,"07MO","oil"
6,"157",5.35,"06A","oil"
6,"157",4.66,"06CL","oil"
6,"157",4.94,"06FL","oil"
6,"157",5.01,"06PR","oil"
6,"157",5.07,"07MO","oil"
6,"158",3.38,"06A","oil"
6,"158",4.06,"06PR","oil"
6,"158",4.2,"07A","oil"
6,"158",4.72,"07MO","oil"
6,"159",4.12,"06CL","oil"
6,"159",5.14,"07A","oil"
6,"159",5.21,"07MO","oil"
6,"160",4.09,"06A","oil"
6,"160",5.41,"06CL","oil"
6,"160",3.35,"06FL","oil"
6,"160",4.56,"06PR","oil"
6,"160",5.2,"07A","oil"
6,"161",3.79,"06CL","oil"
6,"161",4.2,"06FL","oil"
6,"161",5.14,"06PR","oil"
6,"161",4.4,"07A","oil"
6,"161",3.17,"07MO","oil"
6,"162",5.72,"06A","oil"
6,"162",5.16,"06FL","oil"
6,"162",5.42,"06PR","oil"
6,"163",4.81,"06A","oil"
6,"163",4.77,"06CL","oil"
6,"163",4.4,"06FL","oil"
6,"163",4.87,"06PR","oil"
6,"163",5.45,"07MO","oil"
6,"164",4.57,"06CL","oil"
6,"164",4.48,"06FL","oil"
6,"164",4.2,"06PR","oil"
6,"164",4.49,"07MO","oil"
6,"165",4.51,"06CL","oil"
6,"165",3.12,"06FL","oil"
6,"165",3.82,"06PR","oil"
6,"165",3.6,"07MO","oil"
6,"166",5.11,"06A","oil"
6,"166",5.24,"06FL","oil"
6,"166",3.64,"06PR","oil"
6,"166",5.94,"07MO","oil"
6,"167",5.06,"06A","oil"
6,"167",4.75,"06CL","oil"
6,"167",4.09,"06PR","oil"
6,"167",3.97,"07MO","oil"
6,"168",4.73,"06A","oil"
6,"168",5.62,"06CL","oil"
6,"168",4.75,"06FL","oil"
6,"168",5.58,"06PR","oil"
6,"168",5.79,"07A","oil"
6,"168",3.89,"07MO","oil"
6,"169",4.56,"06A","oil"
6,"169",3.93,"06CL","oil"
6,"169",3.72,"06FL","oil"
6,"169",4.95,"07A","oil"
6,"169",3.99,"07MO","oil"
6,"170",4.43,"06CL","oil"
6,"170",4.81,"06FL","oil"
6,"170",4.34,"07A","oil"
6,"170",4.47,"07MO","oil"
6,"171",4.36,"06A","oil"
6,"171",4.49,"06CL","oil"
6,"171",5.36,"06PR","oil"
6,"171",4.68,"07A","oil"
6,"171",3.66,"07MO","oil"
6,"172",4.05,"06PR","oil"
6,"172",3.74,"07MO","oil"
6,"173",4.19,"06A","oil"
6,"173",4.23,"06CL","oil"
6,"173",4.39,"06PR","oil"
6,"173",3.77,"07MO","oil"
6,"174",3.83,"06CL","oil"
6,"174",4.62,"06PR","oil"
6,"174",3.23,"07MO","oil"
6,"175",4.94,"06A","oil"
6,"175",5.55,"06PR","oil"
6,"175",3.76,"07A","oil"
6,"175",4.76,"07MO","oil"
6,"176",5.35,"06A","oil"
6,"176",4.26,"06CL","oil"
6,"176",4.43,"06FL","oil"
6,"176",4.92,"06PR","oil"
6,"177",4.68,"06CL","oil"
6,"177",4.4,"06FL","oil"
6,"177",4.4,"07A","oil"
6,"177",5.67,"07MO","oil"
6,"178",4.62,"06A","oil"
6,"178",3.7,"06CL","oil"
6,"178",4.61,"06FL","oil"
6,"178",4.58,"06PR","oil"
6,"178",4.71,"07A","oil"
6,"178",3.93,"07MO","oil"
6,"179",3.19,"06CL","oil"
6,"179",4.94,"06PR","oil"
6,"180",4.92,"06A","oil"
6,"180",4.36,"06CL","oil"
6,"180",4.36,"06PR","oil"
6,"180",4.17,"07MO","oil"
6,"181",4.57,"06CL","oil"
6,"181",5.38,"06PR","oil"
6,"181",3.76,"07A","oil"
6,"181",2.79,"07MO","oil"
6,"182",4.24,"06CL","oil"
6,"182",4.83,"06FL","oil"
6,"182",5.52,"06PR","oil"
6,"182",5.55,"07A","oil"
6,"182",5.25,"07MO","oil"
6,"183",6.49,"06A","oil"
6,"183",5.74,"06CL","oil"
6,"183",4.84,"06FL","oil"
6,"183",4.77,"06PR","oil"
6,"183",6.48,"07A","oil"
6,"183",4.93,"07MO","oil"
6,"184",3.86,"06PR","oil"
6,"184",4.91,"07MO","oil"
6,"185",4.38,"06A","oil"
6,"185",3.81,"06CL","oil"
6,"185",4.68,"06FL","oil"
6,"185",3.66,"06PR","oil"
6,"185",5.29,"07A","oil"
6,"185",3.62,"07MO","oil"
6,"186",4.84,"06CL","oil"
6,"186",5.51,"06FL","oil"
6,"186",5.24,"06PR","oil"
6,"186",4.47,"07A","oil"
6,"186",4.6,"07MO","oil"
6,"187",3.89,"07MO","oil"
6,"188",5.49,"06A","oil"
6,"188",5.03,"06CL","oil"
6,"188",4.95,"06PR","oil"
6,"188",4.17,"07A","oil"
6,"188",5.37,"07MO","oil"
6,"189",4.45,"06CL","oil"
6,"189",4.55,"07MO","oil"
6,"190",4.52,"06A","oil"
6,"190",3.48,"06CL","oil"
6,"190",5.25,"06FL","oil"
6,"190",5.47,"07A","oil"
6,"190",4,"07MO","oil"
6,"191",3.61,"06CL","oil"
6,"191",4.68,"06PR","oil"
6,"191",4.72,"07MO","oil"
6,"192",4.27,"06A","oil"
6,"192",4.78,"06CL","oil"
6,"192",3.99,"06FL","oil"
6,"192",4.34,"06PR","oil"
6,"192",4.1,"07A","oil"
6,"192",3.98,"07MO","oil"
6,"193",3.83,"06PR","oil"
6,"193",4.67,"07A","oil"
6,"193",3.75,"07MO","oil"
6,"194",4.32,"06A","oil"
6,"194",4.09,"06FL","oil"
6,"194",3.79,"06PR","oil"
6,"194",4.09,"07A","oil"
6,"194",4.31,"07MO","oil"
6,"195",4.63,"06FL","oil"
6,"195",3.31,"06PR","oil"
6,"195",4.42,"07A","oil"
6,"195",4.74,"07MO","oil"
6,"196",4.89,"06CL","oil"
6,"196",3.68,"07A","oil"
6,"196",4.82,"07MO","oil"
6,"197",5.7,"06A","oil"
6,"197",5.43,"06CL","oil"
6,"197",4.42,"06FL","oil"
6,"197",4.44,"06PR","oil"
6,"197",5.23,"07A","oil"
6,"197",4.85,"07MO","oil"
6,"198",6.1,"06CL","oil"
6,"198",5.28,"06FL","oil"
6,"198",6.48,"06PR","oil"
6,"198",5.72,"07A","oil"
6,"198",5.27,"07MO","oil"
6,"199",4.76,"06A","oil"
6,"199",4.93,"06CL","oil"
6,"199",4.15,"06FL","oil"
6,"199",3.66,"06PR","oil"
6,"199",3.12,"07MO","oil"
6,"200",4.89,"06A","oil"
6,"200",3.75,"06CL","oil"
6,"200",4.1,"06FL","oil"
6,"200",4.13,"06PR","oil"
6,"200",4.97,"07MO","oil"
7,"1",4.66,"06CL","oil"
7,"1",3.98,"06FL","oil"
7,"1",4.63,"06MO","oil"
7,"1",4.31,"07A","oil"
7,"2",5.81,"06A","oil"
7,"2",4.63,"06FL","oil"
7,"2",5.59,"06PR","oil"
7,"2",5.13,"07A","oil"
7,"3",4.31,"06A","oil"
7,"3",3.26,"06CL","oil"
7,"3",5.5,"07A","oil"
7,"4",5.81,"06A","oil"
7,"4",5.44,"06CL","oil"
7,"4",5.55,"06PR","oil"
7,"4",5.47,"07A","oil"
7,"5",5.28,"06CL","oil"
7,"5",4.52,"06FL","oil"
7,"5",5.62,"06MO","oil"
7,"5",6.4,"06PR","oil"
7,"5",7.1,"07MO","oil"
7,"7",4.18,"06CL","oil"
7,"7",4.71,"06FL","oil"
7,"7",4.55,"06MO","oil"
7,"7",5.69,"06PR","oil"
7,"7",6.38,"07A","oil"
7,"8",3.84,"06CL","oil"
7,"8",4.8,"06FL","oil"
7,"8",3.91,"06MO","oil"
7,"8",6.54,"06PR","oil"
7,"8",4.17,"07A","oil"
7,"9",4.15,"06CL","oil"
7,"9",3.84,"06FL","oil"
7,"9",4.66,"06MO","oil"
7,"9",3.76,"06PR","oil"
7,"9",4.66,"07A","oil"
7,"10",4.57,"06A","oil"
7,"10",4.46,"06CL","oil"
7,"10",4.72,"06FL","oil"
7,"10",5.66,"06MO","oil"
7,"10",5.17,"06PR","oil"
7,"10",4.41,"07A","oil"
7,"11",4.68,"06A","oil"
7,"11",4.82,"06CL","oil"
7,"11",4.95,"06MO","oil"
7,"11",3.19,"06PR","oil"
7,"11",4.37,"07MO","oil"
7,"12",5.11,"06A","oil"
7,"12",4.92,"06CL","oil"
7,"12",4.99,"06FL","oil"
7,"12",4.62,"06PR","oil"
7,"12",5.12,"07A","oil"
7,"13",3.25,"06A","oil"
7,"13",3.96,"06CL","oil"
7,"13",3.78,"06FL","oil"
7,"13",5.17,"06MO","oil"
7,"13",3.81,"06PR","oil"
7,"13",3.62,"07A","oil"
7,"14",5.22,"06A","oil"
7,"14",5.01,"06CL","oil"
7,"14",4.19,"06FL","oil"
7,"14",4.52,"06PR","oil"
7,"14",5.32,"07A","oil"
7,"15",4.48,"06CL","oil"
7,"15",4.25,"06FL","oil"
7,"15",3.9,"06PR","oil"
7,"15",6.3,"07A","oil"
7,"16",5.03,"06CL","oil"
7,"16",4.22,"06FL","oil"
7,"16",5.18,"06PR","oil"
7,"17",3.87,"06A","oil"
7,"17",5.24,"06CL","oil"
7,"17",5.19,"06PR","oil"
7,"17",4.81,"07A","oil"
7,"19",4.64,"06A","oil"
7,"19",4.83,"06CL","oil"
7,"19",5.11,"06FL","oil"
7,"19",5.42,"06MO","oil"
7,"19",4.76,"06PR","oil"
7,"19",5.58,"07A","oil"
7,"20",5.03,"06CL","oil"
7,"20",4.31,"06FL","oil"
7,"20",4.76,"06PR","oil"
7,"20",5.02,"07A","oil"
7,"20",4.24,"07MO","oil"
7,"21",3.57,"06CL","oil"
7,"21",3.29,"06PR","oil"
7,"21",3.5,"07A","oil"
7,"22",4.73,"06CL","oil"
7,"22",4.6,"06PR","oil"
7,"22",4.8,"07A","oil"
7,"23",5.49,"06A","oil"
7,"23",6.25,"06CL","oil"
7,"23",5.03,"06FL","oil"
7,"23",4.5,"06PR","oil"
7,"24",5.11,"06A","oil"
7,"24",4.15,"06CL","oil"
7,"24",5.32,"06FL","oil"
7,"24",5.08,"06MO","oil"
7,"24",4.72,"07A","oil"
7,"24",3.99,"07MO","oil"
7,"25",3.69,"06A","oil"
7,"25",3.86,"06CL","oil"
7,"25",3.56,"06FL","oil"
7,"25",4.49,"06MO","oil"
7,"25",4.76,"07A","oil"
7,"25",4.61,"07MO","oil"
7,"26",5.15,"06A","oil"
7,"26",4.93,"06CL","oil"
7,"26",5.16,"06PR","oil"
7,"26",4.92,"07A","oil"
7,"27",3.94,"06CL","oil"
7,"28",4.91,"06FL","oil"
7,"28",6.24,"06MO","oil"
7,"28",5.14,"06PR","oil"
7,"29",4.46,"06CL","oil"
7,"29",4.97,"06FL","oil"
7,"29",5.24,"06PR","oil"
7,"29",5.82,"07A","oil"
7,"30",5.22,"06A","oil"
7,"30",4.19,"06CL","oil"
7,"30",3.66,"06FL","oil"
7,"30",4,"06MO","oil"
7,"30",4.4,"06PR","oil"
7,"31",5.12,"06A","oil"
7,"31",4.54,"06CL","oil"
7,"31",3.7,"06FL","oil"
7,"31",4.81,"06PR","oil"
7,"31",5.83,"07A","oil"
7,"32",4.89,"06A","oil"
7,"32",4.63,"06CL","oil"
7,"32",6.92,"06FL","oil"
7,"32",6.51,"07A","oil"
7,"33",4.86,"06A","oil"
7,"33",3.49,"06CL","oil"
7,"33",4.73,"06FL","oil"
7,"33",4.59,"06PR","oil"
7,"33",4.89,"07A","oil"
7,"33",5.54,"07MO","oil"
7,"34",4.3,"06A","oil"
7,"34",3.84,"06CL","oil"
7,"34",4.22,"06FL","oil"
7,"34",4.79,"06MO","oil"
7,"34",4.35,"06PR","oil"
7,"34",5.61,"07A","oil"
7,"36",4.05,"06CL","oil"
7,"36",6.15,"06FL","oil"
7,"36",4.82,"06PR","oil"
7,"36",5.78,"07A","oil"
7,"37",4.13,"06CL","oil"
7,"38",5.25,"06CL","oil"
7,"38",4.31,"06FL","oil"
7,"38",3.85,"06PR","oil"
7,"39",3.15,"06CL","oil"
7,"39",4.06,"06FL","oil"
7,"39",4.2,"06PR","oil"
7,"39",4.87,"07A","oil"
7,"39",4.32,"07MO","oil"
7,"40",5.17,"06CL","oil"
7,"40",4.3,"06FL","oil"
7,"40",5.27,"06PR","oil"
7,"40",4.51,"07A","oil"
7,"41",3.53,"06CL","oil"
7,"41",4.21,"07A","oil"
7,"42",5.7,"06A","oil"
7,"42",3.54,"06CL","oil"
7,"42",4.85,"06FL","oil"
7,"42",5.72,"06MO","oil"
7,"42",6.17,"06PR","oil"
7,"42",3.9,"07A","oil"
7,"43",4.53,"06CL","oil"
7,"43",4.41,"06MO","oil"
7,"43",3.48,"06PR","oil"
7,"43",4.51,"07A","oil"
7,"43",4.25,"07MO","oil"
7,"44",6.14,"06A","oil"
7,"44",4.46,"06CL","oil"
7,"44",4.7,"06FL","oil"
7,"45",4.57,"06CL","oil"
7,"45",5.15,"06FL","oil"
7,"45",5.02,"06MO","oil"
7,"45",5.72,"06PR","oil"
7,"46",4.84,"06A","oil"
7,"46",6.24,"06CL","oil"
7,"46",5.81,"06FL","oil"
7,"46",5.93,"06MO","oil"
7,"46",4.17,"06PR","oil"
7,"46",6.31,"07A","oil"
7,"47",4.97,"06A","oil"
7,"47",4.53,"06CL","oil"
7,"47",5.11,"06FL","oil"
7,"47",5.01,"07A","oil"
7,"48",4.02,"06A","oil"
7,"48",5.42,"06CL","oil"
7,"48",5.94,"06MO","oil"
7,"48",4.63,"06PR","oil"
7,"48",3.68,"07MO","oil"
7,"49",5.51,"06A","oil"
7,"49",6.34,"06CL","oil"
7,"49",4.34,"06FL","oil"
7,"49",6.77,"06PR","oil"
7,"49",5.49,"07A","oil"
7,"50",4.29,"06A","oil"
7,"50",4.25,"06CL","oil"
7,"50",4.4,"06FL","oil"
7,"50",4.04,"06MO","oil"
7,"50",4.68,"06PR","oil"
7,"50",4.48,"07A","oil"
7,"50",4.67,"07MO","oil"
7,"51",3.67,"06A","oil"
7,"51",5.29,"06CL","oil"
7,"51",5.06,"06FL","oil"
7,"51",6.52,"06PR","oil"
7,"51",5.14,"07A","oil"
7,"51",5.37,"07MO","oil"
7,"52",4.3,"06A","oil"
7,"52",4.6,"06CL","oil"
7,"52",4.69,"06FL","oil"
7,"52",4.39,"06MO","oil"
7,"52",5.57,"06PR","oil"
7,"52",4.5,"07MO","oil"
7,"53",4.75,"06A","oil"
7,"53",4.95,"06CL","oil"
7,"53",5.62,"06FL","oil"
7,"53",5.12,"06MO","oil"
7,"53",5.27,"06PR","oil"
7,"53",3.84,"07A","oil"
7,"54",3.98,"06CL","oil"
7,"54",5.39,"06PR","oil"
7,"54",4.67,"07A","oil"
7,"55",4.19,"06A","oil"
7,"55",3.17,"06CL","oil"
7,"55",4.4,"06FL","oil"
7,"55",4.69,"06PR","oil"
7,"55",5.99,"07A","oil"
7,"56",5.17,"06CL","oil"
7,"56",5.48,"06FL","oil"
7,"56",5.36,"06PR","oil"
7,"56",4.87,"07A","oil"
7,"58",4.2,"06A","oil"
7,"58",4.03,"06CL","oil"
7,"58",3.5,"06FL","oil"
7,"58",4.57,"06MO","oil"
7,"58",5.02,"06PR","oil"
7,"58",4.75,"07A","oil"
7,"59",4.95,"06A","oil"
7,"59",5.24,"06CL","oil"
7,"59",5.53,"06FL","oil"
7,"59",4.71,"06MO","oil"
7,"59",5.42,"06PR","oil"
7,"59",5.99,"07A","oil"
7,"60",3.75,"06A","oil"
7,"60",4.63,"06CL","oil"
7,"60",3,"06FL","oil"
7,"60",3.8,"06MO","oil"
7,"60",3.64,"06PR","oil"
7,"61",4.85,"06A","oil"
7,"61",4.08,"06CL","oil"
7,"61",4.86,"06FL","oil"
7,"61",4.36,"06MO","oil"
7,"61",4.62,"06PR","oil"
7,"61",5.06,"07A","oil"
7,"62",4.07,"06CL","oil"
7,"62",6.1,"06FL","oil"
7,"62",3.33,"06MO","oil"
7,"62",4.92,"06PR","oil"
7,"62",5.43,"07A","oil"
7,"62",4.78,"07MO","oil"
7,"63",6.44,"06CL","oil"
7,"63",7.03,"06PR","oil"
7,"63",5.92,"07A","oil"
7,"63",5.06,"07MO","oil"
7,"64",4.58,"06A","oil"
7,"64",4.94,"06CL","oil"
7,"64",5.88,"06PR","oil"
7,"64",5.22,"07A","oil"
7,"65",4.25,"06A","oil"
7,"65",4.65,"06CL","oil"
7,"65",5.78,"06FL","oil"
7,"65",4.35,"06MO","oil"
7,"65",5.88,"06PR","oil"
7,"65",5.56,"07A","oil"
7,"66",4.79,"06CL","oil"
7,"66",5.83,"06FL","oil"
7,"66",5.82,"06PR","oil"
7,"66",5.68,"07A","oil"
7,"66",6.11,"07MO","oil"
7,"67",4.53,"06A","oil"
7,"67",4.32,"06CL","oil"
7,"67",4.77,"06FL","oil"
7,"67",5.86,"06MO","oil"
7,"67",5.4,"06PR","oil"
7,"67",5.88,"07A","oil"
7,"68",5.31,"06A","oil"
7,"68",4.2,"06CL","oil"
7,"68",5.05,"06FL","oil"
7,"68",4.82,"06MO","oil"
7,"68",4.13,"06PR","oil"
7,"69",4.21,"06CL","oil"
7,"69",4.01,"06FL","oil"
7,"69",5.19,"06MO","oil"
7,"69",4.66,"06PR","oil"
7,"69",5.1,"07A","oil"
7,"70",3.81,"06A","oil"
7,"70",4.4,"07A","oil"
7,"71",6.01,"06CL","oil"
7,"71",5.69,"06FL","oil"
7,"71",5.08,"07MO","oil"
7,"72",5.21,"06A","oil"
7,"72",4.27,"06CL","oil"
7,"72",3.29,"06FL","oil"
7,"72",4.74,"06MO","oil"
7,"72",4.37,"06PR","oil"
7,"72",3.72,"07MO","oil"
7,"73",4.98,"06A","oil"
7,"73",4.66,"06CL","oil"
7,"73",4.15,"06FL","oil"
7,"74",5.8,"06A","oil"
7,"74",4.12,"06CL","oil"
7,"74",5.38,"06FL","oil"
7,"74",4.49,"06PR","oil"
7,"74",4.42,"07A","oil"
7,"75",5.32,"06A","oil"
7,"75",5.37,"06CL","oil"
7,"75",4.3,"07A","oil"
7,"75",5.43,"07MO","oil"
7,"76",6,"06A","oil"
7,"76",5.71,"06CL","oil"
7,"76",5.66,"06FL","oil"
7,"76",6.45,"07A","oil"
7,"76",5.66,"07MO","oil"
7,"77",6.6,"06CL","oil"
7,"77",6.11,"06FL","oil"
7,"77",5.17,"06PR","oil"
7,"77",5.03,"07A","oil"
7,"77",4.68,"07MO","oil"
7,"78",3.67,"06CL","oil"
7,"78",3.54,"06FL","oil"
7,"78",4.65,"06MO","oil"
7,"78",3.87,"06PR","oil"
7,"78",3.93,"07A","oil"
7,"79",4.88,"06CL","oil"
7,"79",3.93,"06FL","oil"
7,"79",3.98,"06PR","oil"
7,"79",5.29,"07A","oil"
7,"80",3.6,"06A","oil"
7,"80",4.27,"06CL","oil"
7,"80",5.48,"06PR","oil"
7,"80",4.64,"07A","oil"
7,"81",4.21,"06CL","oil"
7,"81",4.58,"06FL","oil"
7,"81",4.6,"06MO","oil"
7,"81",3.87,"06PR","oil"
7,"81",5.16,"07A","oil"
7,"82",4.11,"06A","oil"
7,"82",4.01,"06CL","oil"
7,"82",5.94,"06FL","oil"
7,"82",5.45,"06MO","oil"
7,"82",4.8,"06PR","oil"
7,"82",5.3,"07A","oil"
7,"83",4.61,"06A","oil"
7,"83",4.22,"06CL","oil"
7,"83",5.14,"06PR","oil"
7,"84",6.39,"06FL","oil"
7,"84",6.64,"06PR","oil"
7,"84",4.9,"07MO","oil"
7,"85",4.83,"06A","oil"
7,"85",6.01,"06FL","oil"
7,"85",6.24,"06PR","oil"
7,"86",4.62,"06A","oil"
7,"86",4.73,"06CL","oil"
7,"86",4.88,"06FL","oil"
7,"86",4.76,"06MO","oil"
7,"86",5.77,"06PR","oil"
7,"86",5.06,"07A","oil"
7,"87",4.79,"06A","oil"
7,"87",4.54,"06CL","oil"
7,"87",4.85,"06FL","oil"
7,"87",5.2,"06PR","oil"
7,"88",5.12,"06CL","oil"
7,"88",5.68,"06PR","oil"
7,"88",7.91,"07A","oil"
7,"89",6.27,"06A","oil"
7,"89",5.28,"06CL","oil"
7,"89",5.29,"06FL","oil"
7,"89",7.08,"06MO","oil"
7,"89",5.94,"06PR","oil"
7,"90",5.22,"06A","oil"
7,"90",5.21,"06CL","oil"
7,"90",6.11,"06FL","oil"
7,"90",5.93,"06MO","oil"
7,"90",6.34,"06PR","oil"
7,"91",4.59,"06A","oil"
7,"91",4.24,"06MO","oil"
7,"91",4.72,"06PR","oil"
7,"92",4.41,"06A","oil"
7,"92",4.32,"06FL","oil"
7,"92",3.87,"06PR","oil"
7,"92",4.54,"07A","oil"
7,"93",4.11,"06A","oil"
7,"93",4.89,"06CL","oil"
7,"93",4.23,"06FL","oil"
7,"93",3.44,"06MO","oil"
7,"93",5.13,"07A","oil"
7,"94",3.75,"06A","oil"
7,"94",3.57,"06CL","oil"
7,"94",4.82,"06FL","oil"
7,"94",4.32,"06MO","oil"
7,"94",3.97,"06PR","oil"
7,"94",5.09,"07A","oil"
7,"95",3.67,"06CL","oil"
7,"95",4.72,"06FL","oil"
7,"95",5.07,"06PR","oil"
7,"96",5.42,"06CL","oil"
7,"96",4.74,"06FL","oil"
7,"96",3.87,"06PR","oil"
7,"96",6.19,"07A","oil"
7,"97",5.05,"06A","oil"
7,"97",3.69,"06CL","oil"
7,"97",3.66,"06FL","oil"
7,"97",2.97,"06MO","oil"
7,"97",5.02,"06PR","oil"
7,"98",4.19,"06A","oil"
7,"98",5.61,"06CL","oil"
7,"98",4,"06FL","oil"
7,"98",5.76,"06PR","oil"
7,"98",6.03,"07A","oil"
7,"99",4.59,"06A","oil"
7,"99",5.83,"06CL","oil"
7,"99",3.44,"06FL","oil"
7,"99",3.64,"06PR","oil"
7,"99",5.66,"07A","oil"
7,"100",4.3,"06CL","oil"
7,"100",4.92,"06FL","oil"
7,"100",4.85,"06MO","oil"
7,"100",4.4,"06PR","oil"
7,"100",5.78,"07A","oil"
7,"101",4.18,"06CL","oil"
7,"101",3.4,"06FL","oil"
7,"101",3.89,"06PR","oil"
7,"102",5.9,"06A","oil"
7,"102",5.12,"06CL","oil"
7,"102",4.7,"06FL","oil"
7,"102",6.57,"06MO","oil"
7,"102",4.96,"06PR","oil"
7,"103",5.73,"06A","oil"
7,"103",3.49,"06CL","oil"
7,"103",4.68,"06FL","oil"
7,"103",4.97,"06PR","oil"
7,"103",3.85,"07MO","oil"
7,"104",3.88,"06A","oil"
7,"104",4.65,"06CL","oil"
7,"104",4.56,"06FL","oil"
7,"104",5.84,"06MO","oil"
7,"104",3.79,"06PR","oil"
7,"104",5.29,"07A","oil"
7,"105",3.75,"06CL","oil"
7,"105",4.36,"06FL","oil"
7,"105",4.62,"06PR","oil"
7,"105",4.89,"07A","oil"
7,"105",5.1,"07MO","oil"
7,"106",3.73,"06A","oil"
7,"106",4.16,"06CL","oil"
7,"106",5.12,"06FL","oil"
7,"106",4.63,"06MO","oil"
7,"106",6.1,"06PR","oil"
7,"106",5.6,"07A","oil"
7,"106",4.67,"07MO","oil"
7,"107",5.13,"06A","oil"
7,"107",4.99,"06FL","oil"
7,"107",5.05,"06MO","oil"
7,"107",5.04,"06PR","oil"
7,"107",3.39,"07A","oil"
7,"108",3.63,"06CL","oil"
7,"108",3.82,"06FL","oil"
7,"109",4.23,"06CL","oil"
7,"109",4.29,"06FL","oil"
7,"109",4.57,"06PR","oil"
7,"109",5.2,"07A","oil"
7,"110",4.48,"06A","oil"
7,"110",4.42,"06FL","oil"
7,"110",4.91,"06PR","oil"
7,"110",5.89,"07A","oil"
7,"111",4.06,"06A","oil"
7,"111",4.85,"06CL","oil"
7,"111",5.6,"06FL","oil"
7,"111",5.99,"07A","oil"
7,"112",3.98,"06CL","oil"
7,"112",5.27,"06FL","oil"
7,"112",5.34,"06PR","oil"
7,"114",4.94,"06A","oil"
7,"114",5.51,"06CL","oil"
7,"114",4.75,"06FL","oil"
7,"114",5.12,"06MO","oil"
7,"114",5.08,"06PR","oil"
7,"114",4.55,"07A","oil"
7,"115",4.42,"06A","oil"
7,"115",3.61,"06CL","oil"
7,"115",5.55,"06FL","oil"
7,"115",4.35,"06MO","oil"
7,"115",4.74,"07A","oil"
7,"116",5.19,"06A","oil"
7,"116",5.66,"06CL","oil"
7,"116",4.71,"06FL","oil"
7,"116",5.04,"06MO","oil"
7,"116",4.81,"06PR","oil"
7,"117",4.91,"06CL","oil"
7,"117",5.25,"06MO","oil"
7,"117",4.44,"06PR","oil"
7,"117",4.79,"07A","oil"
7,"117",4.09,"07MO","oil"
7,"118",4.98,"06A","oil"
7,"118",4.63,"06CL","oil"
7,"118",4.61,"06FL","oil"
7,"118",3.55,"06MO","oil"
7,"118",4.9,"06PR","oil"
7,"118",4.33,"07A","oil"
7,"119",4.53,"06A","oil"
7,"119",5.07,"06CL","oil"
7,"119",5.36,"06FL","oil"
7,"119",5.71,"06MO","oil"
7,"119",5.16,"06PR","oil"
7,"119",5.33,"07A","oil"
7,"120",5.11,"06CL","oil"
7,"120",5.32,"06FL","oil"
7,"120",3.89,"06PR","oil"
7,"121",4.26,"06CL","oil"
7,"121",5.53,"06FL","oil"
7,"121",4.37,"06MO","oil"
7,"121",3.86,"06PR","oil"
7,"122",5.96,"06A","oil"
7,"122",4.01,"06CL","oil"
7,"122",4.47,"06FL","oil"
7,"122",5.62,"06PR","oil"
7,"122",4.34,"07MO","oil"
7,"123",5.7,"06A","oil"
7,"123",5.06,"06CL","oil"
7,"123",3.74,"06MO","oil"
7,"124",4.35,"06A","oil"
7,"124",3.23,"06CL","oil"
7,"124",3.77,"06FL","oil"
7,"124",3.72,"06MO","oil"
7,"124",4.23,"06PR","oil"
7,"124",4.13,"07A","oil"
7,"124",3.52,"07MO","oil"
7,"125",5.02,"06A","oil"
7,"125",3.54,"06CL","oil"
7,"125",3.77,"06FL","oil"
7,"125",6.03,"06PR","oil"
7,"126",4.27,"06A","oil"
7,"126",5.44,"06CL","oil"
7,"126",4.38,"06FL","oil"
7,"126",4.54,"06MO","oil"
7,"126",4.29,"07A","oil"
7,"127",7.16,"06A","oil"
7,"127",5.62,"06CL","oil"
7,"127",5.54,"06FL","oil"
7,"127",4.49,"06MO","oil"
7,"127",6.34,"06PR","oil"
7,"127",6.24,"07A","oil"
7,"127",4.42,"07MO","oil"
7,"128",5.27,"06CL","oil"
7,"128",4.08,"06FL","oil"
7,"128",4.09,"06PR","oil"
7,"128",5.2,"07A","oil"
7,"129",4.8,"06A","oil"
7,"129",5.17,"06CL","oil"
7,"129",4.64,"06FL","oil"
7,"129",5.08,"06PR","oil"
7,"129",5.63,"07A","oil"
7,"130",3.69,"06CL","oil"
7,"130",4.07,"06FL","oil"
7,"130",4.25,"06PR","oil"
7,"130",3.52,"07A","oil"
7,"131",4.31,"06A","oil"
7,"131",4.93,"06CL","oil"
7,"131",4.27,"06FL","oil"
7,"131",4.45,"06MO","oil"
7,"131",4.89,"06PR","oil"
7,"132",4.71,"06A","oil"
7,"132",4.77,"06CL","oil"
7,"132",3.07,"06FL","oil"
7,"132",4.76,"06MO","oil"
7,"132",4.67,"06PR","oil"
7,"132",3.52,"07A","oil"
7,"132",4.68,"07MO","oil"
7,"133",4.87,"06A","oil"
7,"133",4.73,"06CL","oil"
7,"133",5.64,"06FL","oil"
7,"133",5.32,"06MO","oil"
7,"133",6.77,"07A","oil"
7,"134",4.47,"06A","oil"
7,"134",4.92,"06CL","oil"
7,"134",4.18,"06FL","oil"
7,"134",4.12,"06MO","oil"
7,"134",4.24,"06PR","oil"
7,"135",3.93,"06A","oil"
7,"135",4.64,"06CL","oil"
7,"135",5.15,"06FL","oil"
7,"135",5.47,"06PR","oil"
